id,question,choice1,choice2,choice3,correctAnswer,explanation,theme,imageUrl,imagePath
q86,富岡製糸場の発展を支えた生産活動として正しいのはどれでしょう？,製鉄,林業,農耕,養蚕,製糸業は蚕から糸を取る「養蚕」と密接に関係し、良質な生糸を作るための養蚕技術が発展しました。,日本の世界遺産,,
q87,富岡製糸場の建物に使われた特徴的な構造はどれでしょう？,石造りの回廊建築,木造平屋の草葺き建物,鉄骨コンクリート構造,木骨レンガ造りの構造,富岡製糸場は木の骨組みにレンガを組み合わせた「木骨レンガ造り」で、和と洋の技術を融合しています。,日本の世界遺産,,
q88,富岡製糸場に見られる「コロニアル様式」とはどのような建築特徴を指すでしょう？,中国風の装飾を持つ様式,ゴシック風の装飾を持つ様式,アジア各国の木造様式,西洋と日本の建築要素を融合した様式,コロニアル様式は西洋の技術に日本の建築様式を取り入れたもので、富岡製糸場の独自性を高めています。,日本の世界遺産,,
q89,養蚕における「清温育」とは、どのような飼育方法でしょう？,自然任せの放牧育,水分を多く与える湿育法,常に高温を保つ温育法,温度と湿度を一定に保つ育蚕法,清温育とは、室温と湿度を一定に管理して蚕を健康に育てる方法で、安定した生糸の生産を実現しました。,日本の世界遺産,,
q90,「蚕種（さんしゅ）」とは何を指す言葉でしょう？,絹織物の染料,蚕の飼料となる植物,生糸の計量単位,蚕の卵（まゆのもと）,蚕種は蚕の卵を指し、養蚕の品質を決める重要な要素として管理されていました。,日本の世界遺産,,
q91,「清涼育」はどのような環境で行う養蚕法でしょう？,蒸気で加温した室内,密閉された高温環境,地中で温度を保つ方式,自然の風通しを利用した涼しい環境,清涼育は自然の風通しを活かして蚕を育てる伝統的な方法で、夏季に行われることが多い育蚕法です。,日本の世界遺産,,
q92,ダーウェント峡谷の工場群の形成に大きく貢献した人物は誰でしょう？,ジェームズ・ワット,エドワード・カートライト,サミュエル・クロンプトン,リチャード・アークライト,アークライトは水力紡績機を開発し、世界初の近代的な工場システムを確立したことで知られています。,世界の世界遺産,,
q93,ダーウェント峡谷の工場群が世界遺産に登録された理由として正しいのはどれでしょう？,建築様式の独自性,農業技術の発展,鉱山技術の改良,近代的な紡績技術の発展,ダーウェント峡谷では18世紀に近代的な紡績工場が誕生し、産業革命の原点となりました。,世界の世界遺産,,
q94,「近代建築の父」と呼ばれ、世界各地に革新的な建築を残した建築家は誰でしょう？,フランク・ロイド・ライト,ミース・ファン・デル・ローエ,アントニ・ガウディ,ル・コルビュジエ,ル・コルビュジエは20世紀建築に大きな影響を与え、住宅思想や都市計画の概念を刷新しました。,日本の世界遺産,,
q95,日本にあるル・コルビュジエの作品として正しいものはどれでしょう？,東京国立博物館,京都国立近代美術館,奈良国立文化財研究所,国立西洋美術館,国立西洋美術館はル・コルビュジエが設計した唯一の日本の建築作品で、1959年に開館しました。,日本の世界遺産,,
q96,「シリアル・サイト」とは世界遺産においてどのような意味でしょう？,一つの地域だけで構成された遺産,自然と文化が一体化した遺産,複数の国をまたぐ遺産,複数の関連する資産で構成された遺産,シリアル・サイトとは、共通の価値を持つ複数の資産で一つの世界遺産を構成する形式を指します。,世界の世界遺産,,
q97,「トランスバウンダリー・サイト」とはどのような遺産を指すでしょう？,一つの都市に集中する遺産,自然保護を目的とした遺産,文化財と自然が混在する遺産,複数の国にまたがって登録された遺産,トランスバウンダリー・サイトとは、国境を越えて複数の国が共有する世界遺産を指します。,世界の世界遺産,,
q98,ル・コルビュジエが提唱した「近代建築の五原則」に含まれないものはどれでしょう？,自由な平面構成,自由なファサード,連続するリボン窓,木造梁の装飾天井,ル・コルビュジエは建築を機能的にするため、ピロティ・屋上庭園・水平窓などを提唱しました。,日本の世界遺産,,
q99,国立西洋美術館の設立に関係する「松方コレクション」とは何でしょう？,日本各地の民芸品,奈良時代の彫刻群,東南アジアの陶磁器,西洋美術を中心とする絵画・彫刻の収集品,松方コレクションは実業家・松方幸次郎が収集した美術品で、国立西洋美術館の核となりました。,日本の世界遺産,,
q100,ル・コルビュジエが提唱した「無限成長美術館」とは、どのような考え方でしょう？,展示室を地下に拡張する構想,限定的な展示を繰り返す構想,建物を解体しながら再建する構想,展示空間を螺旋状に無限に拡張できる構想,無限成長美術館は、建物を螺旋状に増築していくことで発展するという革新的な美術館構想です。,日本の世界遺産,,
q101,ル・コルビュジエが提唱した建築の特徴「ピロティ」とは何でしょう？,屋根の換気装置,壁面の装飾技法,窓の配置デザイン,建物を支える柱による空間構造,ピロティは地面から建物を持ち上げる柱の構造で、風通しと開放性を高める近代建築の象徴です。,日本の世界遺産,,
q102,ル・コルビュジエが考案した「モデュロール」は何を基準にした設計体系でしょう？,機械の寸法を基準とする,建物の規模を基準とする,自然界の比率を基準とする,人体の寸法と黄金比を基準とする,モデュロールは人間の寸法と黄金比をもとにした設計基準で、建築と人間の調和を目的としました。,日本の世界遺産,,
q103,「ムザブの谷」を築いた民族として正しいのはどれでしょう？,アラブ人,フェニキア人,サハラ人,ベルベル人,ムザブの谷は北アフリカの先住民族ベルベル人によって築かれ、独自の集落構造と宗教的秩序を保っています。,世界の世界遺産,,
q104,ムザブの谷で信仰されるイスラームの一派として正しいのはどれでしょう？,スンナ派,シーア派,ワッハーブ派,イバード派,イバード派はイスラームの初期に成立した穏健な教義を持つ一派で、ムザブの谷では今もその信仰が続いています。,世界の世界遺産,,
q105,ムザブの谷にベルベル人が移り住んだ背景として関係のある王朝はどれでしょう？,アッバース朝,ファーティマ朝,サーマーン朝,ウマイヤ朝,ウマイヤ朝の支配に対する反発から、イバード派の人々が逃れ、ムザブの谷に定住したとされています。,世界の世界遺産,,
q106,ムザブの谷における中心都市として正しいのはどれでしょう？,ティミムーン,タマンラセット,ティパサ,ガルダイア,ガルダイアはムザブの谷の主要都市で、宗教的中心地としても重要な役割を果たしています。,世界の世界遺産,,
q107,小笠原諸島が世界自然遺産に登録された理由として最も適切なのはどれでしょう？,活火山の活動が見られるため,鉱物資源が豊富なため,漁業が盛んなため,特異な生態系と多様な固有種を持つため,小笠原諸島は「東洋のガラパゴス」とも呼ばれ、多くの固有種が進化した独自の生態系が評価されています。,日本の世界遺産,,
q108,小笠原諸島の生物相を特徴づける「固有種」とはどのような生物でしょう？,外国から持ち込まれた種,他地域でも見られる一般的な種,季節ごとに移動する渡り種,その地域にしか生息しない種,固有種とは、その地域にのみ存在する生物のことで、小笠原諸島には世界的にも珍しい種が多く見られます。,日本の世界遺産,,
q109,小笠原諸島の固有種として特に知られているのはどのグループでしょう？,海洋哺乳類,珊瑚類,陸上昆虫類,陸産貝類,小笠原諸島では陸産貝類の固有種が多く、独自の進化を遂げた代表的な生物群となっています。,日本の世界遺産,,
q110,小笠原諸島の生態系で見られる「適応放散」とはどのような現象でしょう？,他地域への移動拡散,季節的な休眠,突然変異の停止,同じ祖先から多様な種に分化する現象,適応放散とは、1つの祖先種が環境に合わせて多様な種に進化することを指し、小笠原諸島で顕著に見られます。,日本の世界遺産,,
q111,小笠原諸島で問題となっている外来種の影響として最も正しいのはどれでしょう？,森林の成長を促進する,在来種を守る働きをする,生態系の多様性を高める,在来種を駆逐し生態系を乱す,外来種の侵入により在来生物の生息環境が脅かされており、保全活動が進められています。,日本の世界遺産,,
q112,小笠原諸島で確認される「ボニナイト」とはどのようなものを指すでしょう？,海洋生物の化石,熔岩の一種,火山灰の堆積層,世界的にも珍しい火山岩の一種,ボニナイトは高温高圧下で形成される火山岩で、小笠原諸島の地質的特異性を示す重要な証拠です。,日本の世界遺産,,
q113,ガラパゴス諸島でダーウィンが観察した「フィンチ」はどのような特徴を持つ鳥でしょう？,渡り鳥として世界中に生息する,鮮やかな羽を持つ水鳥,夜行性の狩猟鳥,島ごとにくちばしの形が異なる鳥,フィンチは島ごとにくちばしの形が異なり、ダーウィンの進化論に大きな影響を与えました。,世界の世界遺産,,
q114,ガラパゴス諸島を訪れた際に進化論の着想を得た人物は誰でしょう？,アルフレッド・ウェゲナー,ジェームズ・クック,アルベルト・アインシュタイン,チャールズ・ダーウィン,ダーウィンは1835年にビーグル号でガラパゴスを訪れ、島ごとの生物の違いから進化の法則を考察しました。,世界の世界遺産,,
q115,ガラパゴス諸島の名の由来となった動物として正しいのはどれでしょう？,イグアナ,ペンギン,フラミンゴ,ゾウガメ,「ガラパゴス」はスペイン語で「ゾウガメ」を意味し、この巨大な陸ガメが島の象徴となっています。,世界の世界遺産,,
q116,ガラパゴス諸島が一時的に危機遺産リストに登録された理由として最も適切なのはどれでしょう？,火山活動の停止,観光客の減少,地震による崩壊,外来種の影響による生態系の危機,ガラパゴス諸島では外来種の侵入により固有生物が脅かされ、一時的に危機遺産リストに登録されました。,世界の世界遺産,,
q117,「ウルル」の別名として知られる名称はどれでしょう？,マウント・オルガ,キングズ・キャニオン,レイク・エアー,エアーズ・ロック,ウルルはエアーズ・ロックとも呼ばれ、オーストラリア先住民アボリジニにとって聖地とされています。,世界の世界遺産,,
q118,「ウルル」と並んで公園を構成するもう一つの岩山群の名称はどれでしょう？,マウント・ケア,レイク・マクドネル,オルガ・ロックス,カタ・ジュタ,カタ・ジュタは「多くの頭」という意味を持つ岩山群で、ウルルとともに聖地とされています。,世界の世界遺産,,
q119,「ウルル」が世界最大級とされる特徴は何でしょう？,火山の噴出口,鉱山跡の地層,砂丘の堆積物,一枚岩で構成された岩山,ウルルは高さ348m、周囲約9.4kmの巨大な一枚岩で、世界最大級のモノリスとして知られます。,世界の世界遺産,,
q120,ウルルがアボリジニにとって聖地とされる理由として最も適切なのはどれでしょう？,金鉱が採掘できたため,交易の中心地であったため,風の強い地形であったため,神話と祖先の伝承が宿る場所だから,アボリジニはウルルを祖先の精霊が宿る神聖な地と考え、独自の神話を今も語り継いでいます。,世界の世界遺産,,
q121,白川郷・五箇山の合掌造り集落がある地域の特徴として正しいのはどれでしょう？,温暖な沿岸地域,乾燥した高原地域,風の強い海岸地域,豪雪地帯,豪雪地帯の環境に適応するため、合掌造りの急傾斜屋根が発達しました。,日本の世界遺産,,
q122,合掌造りの屋根の「妻」とはどの部分を指す言葉でしょう？,屋根の中心部分,屋根の下の梁,屋根の内部構造,屋根の三角形の側面部分,屋根の妻とは、合掌屋根の三角形の側面部分で、雪を落としやすくするための工夫がされています。,日本の世界遺産,,
q123,合掌造り住宅の屋根裏部分はどのような用途に使われていたでしょう？,貯水場,炊事場,祭具の保管庫,養蚕場,合掌造りの屋根裏は通気性が良く、蚕を飼育する「養蚕場」として利用されていました。,日本の世界遺産,,
q124,白川郷で行われていた「塩硝」づくりとは何のための材料生産でしょう？,木工品の染料,織物の漂白剤,医薬品の原料,火薬の原料,塩硝は火薬の原料で、山間の村での重要な換金物資として製造されていました。,日本の世界遺産,,
q125,白川郷・五箇山の集落で見られた家族制度として正しいのはどれでしょう？,核家族制,単身制度,婚姻共同制,大家族制,合掌造り住宅は大人数での共同生活に適しており、家族全員で養蚕や農作業に従事していました。,日本の世界遺産,,
q126,合掌造りを高く評価したドイツ人建築家として知られる人物は誰でしょう？,ル・コルビュジエ,アントニン・レーモンド,フランク・ロイド・ライト,ブルーノ・タウト,ブルーノ・タウトは日本各地の建築美を称賛し、合掌造りを「機能美の極致」と評価しました。,日本の世界遺産,,
q127,合掌造りの維持に欠かせない地域の共同作業を何と呼ぶでしょう？,和,縁,輪,結,「結（ゆい）」とは村人が助け合って行う共同作業のことで、屋根の葺き替えなどに欠かせない伝統です。,日本の世界遺産,,
q128,アルベロベッロで見られる「トゥルッリ」とはどのような建物でしょう？,石造りの城塞,木造の農家,移動式の住居,石灰岩を積み上げた円形の家屋,トゥルッリは石灰岩を積み上げて作られた円形の家で、屋根が円錐形なのが特徴です。,世界の世界遺産,,
q129,「アルベロベッロ」はどの国にある世界遺産でしょう？,スペイン,ギリシャ,フランス,イタリア,アルベロベッロはイタリア南部プッリャ州にある町で、独特のトゥルッリの街並みが残ります。,世界の世界遺産,,
q130,トゥルッリの特徴である「円錐形の屋根」はどのような理由で作られたでしょう？,雨水を貯めるため,光を反射させるため,風を取り入れるため,解体しやすくするため,トゥルッリは税を逃れるため、屋根を簡単に崩せるよう円錐形に積み上げたと伝えられています。,世界の世界遺産,,
q131,トゥルッリが発展した当時、この地を支配していた王国はどれでしょう？,サヴォイア王国,シチリア王国,サルデーニャ王国,ナポリ王国,当時アルベロベッロはナポリ王国領で、地主が課税を避けるため簡易構造の家屋を奨励しました。,世界の世界遺産,,
q132,平安京を建設した天皇として正しいのは誰でしょう？,聖武天皇,光仁天皇,嵯峨天皇,桓武天皇,桓武天皇は794年に平安京を造営し、京都は日本の首都として千年以上の歴史を持つ都市となりました。,日本の世界遺産,,
q133,平安京が造られた際の都市設計の特徴として正しいものはどれでしょう？,放射状の道路網,不規則な街路構造,迷路型の配置,碁盤の目状の区画,平安京は唐の長安をモデルに、碁盤の目のように整然と区画された都でした。,日本の世界遺産,,
q134,東寺とともに都の南側を守るために建てられた寺院はどれでしょう？,南禅寺,延暦寺,醍醐寺,西寺,西寺は東寺と対をなす寺院として建てられましたが、現在は跡地のみが残っています。,日本の世界遺産,,
q135,比叡山にある延暦寺を開いた僧として正しいのは誰でしょう？,空海,行基,最澄,最澄,最澄は延暦寺を開き、日本仏教の基礎を築きました。天台宗の総本山として知られます。,日本の世界遺産,,
q136,京都の街が大きな被害を受けた戦乱として正しいのはどれでしょう？,承久の乱,元寇,保元の乱,応仁の乱,応仁の乱（1467～1477）は京都を荒廃させ、戦国時代の幕開けとなった内乱です。,日本の世界遺産,,
q137,セーヌ河岸に建つノートルダム大聖堂の建築様式として正しいのはどれでしょう？,バロック様式,ルネサンス様式,ロマネスク様式,ゴシック様式,ノートルダム大聖堂は13世紀に完成したゴシック建築の代表作で、精緻なステンドグラスが特徴です。,世界の世界遺産,,
q138,サント・シャペルが建てられた主な目的として正しいのはどれでしょう？,王の即位式のため,市民集会のため,学者の講義のため,聖遺物を安置するため,サント・シャペルは聖遺物（キリストの茨の冠）を安置するために建てられた礼拝堂です。,世界の世界遺産,,
q139,ナポレオン1世の墓がある施設として正しいのはどれでしょう？,コンコルド広場,パンテオン,凱旋門,アンヴァリッド,アンヴァリッドは17世紀に建てられた軍人の療養施設で、現在はナポレオンの墓所となっています。,世界の世界遺産,,
q140,エッフェル塔が建てられた目的として正しいのはどれでしょう？,パリ万国博覧会の記念,王族の住居として,軍事用通信塔として,王政復古を記念するため,エッフェル塔は1889年のパリ万博を記念して建てられた鉄骨構造の塔です。,世界の世界遺産,,
q141,「セーヌ右岸」に多く見られる建物の特徴として正しいのはどれでしょう？,宗教施設が集中している,工業地帯が広がっている,自然公園が点在している,官庁街や商業地区が多い,セーヌ右岸にはルーブル美術館やオペラ座など、官庁や商業の中心が集まります。,世界の世界遺産,,
q142,現在ルーブル美術館となっている建物のもともとの用途として正しいのはどれでしょう？,教会堂,劇場,市庁舎,王宮,ルーブル宮は中世の要塞から王宮に改築され、のちに世界最大級の美術館となりました。,世界の世界遺産,,
q143,「カルティエ・ラタン」地区の特徴として正しいのはどれでしょう？,官庁街,住宅街,商業地区,学問と学生の街,カルティエ・ラタンはセーヌ左岸に位置し、ソルボンヌ大学を中心に学生街として発展しました。,世界の世界遺産,,
q144,奈良時代に花開いた文化として知られるのはどれでしょう？,鎌倉文化,室町文化,桃山文化,天平文化,天平文化は奈良時代を代表する国際色豊かな文化で、唐やシルクロードの影響を受けた芸術が栄えました。,日本の世界遺産,,
q145,奈良時代に編纂された日本最古の和歌集として正しいのはどれでしょう？,古今和歌集,新古今集,應永集,万葉集,『万葉集』は約4500首の歌を収めた日本最古の和歌集で、奈良時代の人々の暮らしや心情を伝えます。,日本の世界遺産,,
q146,東大寺の建立を命じた天皇として正しいのは誰でしょう？,文武天皇,元明天皇,光明天皇,聖武天皇,聖武天皇は国家の安泰を願い、東大寺の大仏（廬舎那仏）建立を命じました。,日本の世界遺産,,
q147,東大寺の大仏「廬舎那仏」は何を象徴する仏でしょう？,智慧を司る仏,慈悲を司る仏,修行を司る仏,宇宙の真理を体現する仏,廬舎那仏は宇宙全体に遍満する仏とされ、国家の繁栄と平和を願って造られました。,日本の世界遺産,,
q148,東大寺大仏建立に関して発せられた聖武天皇の「詔」はどのようなものだったでしょう？,造営中止を命じた詔,農民の徴税を免除する詔,戦争勝利を祝う詔,盧舎那仏造立の詔,「盧舎那仏造立の詔」は国の平和を祈るために大仏を建立するよう命じた勅命でした。,日本の世界遺産,,
q149,奈良の薬師寺の本尊として正しいものはどれでしょう？,阿弥陀如来,釈迦如来,千手観音,薬師如来,薬師寺は病を癒す仏として信仰される薬師如来を本尊とし、天武天皇の発願で創建されました。,日本の世界遺産,,
q150,鑑真和上が日本で果たした主な功績として正しいものはどれでしょう？,書道を伝えた,書物を編纂した,医学を広めた,戒律を伝えた,鑑真は唐から渡来し、僧侶に戒律を授ける制度を日本に伝えました。唐招提寺ゆかりの人物。,日本の世界遺産,,
q151,奈良時代の政治制度確立に貢献した人物として正しいのは誰でしょう？,中臣鎌足,大伴家持,行基,藤原不比等,藤原不比等は律令制度の整備に尽力し、藤原氏の政治的基盤を築きました。,日本の世界遺産,,
q152,フィレンツェが中心となって発展した文化運動として正しいのはどれでしょう？,バロック,ロココ,ロマン主義,ルネサンス,フィレンツェはルネサンスの発祥地であり、芸術・科学・思想が大きく進歩しました。,世界の世界遺産,,
q153,フィレンツェで文化の発展を支援した有力な家系として正しいのはどれでしょう？,ボルジア家,スフォルツァ家,モンテフィオリ家,メディチ家,メディチ家は金融で富を築き、芸術家を支援してルネサンス文化を開花させました。,世界の世界遺産,,
q154,「最後の晩餐」「モナ・リザ」などを描いた芸術家として正しいのは誰でしょう？,ラファエロ,ドナテッロ,ティツィアーノ,レオナルド・ダ・ヴィンチ,ダ・ヴィンチは芸術と科学を融合させた天才として、ルネサンスを象徴する人物です。,世界の世界遺産,,
q155,フィレンツェの「ダヴィデ像」を制作した芸術家として正しいのは誰でしょう？,ボッティチェリ,ブルネレスキ,ジョット,ミケランジェロ,ミケランジェロは彫刻・建築・絵画で活躍し、「ダヴィデ像」は彼の代表作の一つです。,世界の世界遺産,,
q156,「ヴィーナスの誕生」や「春（プリマヴェーラ）」を描いた画家として正しいのは誰でしょう？,カラヴァッジョ,ラファエロ,マザッチョ,ボッティチェリ,ボッティチェリはメディチ家に保護された画家で、神話を題材にした優美な作品を多く残しました。,世界の世界遺産,,
q157,法隆寺の建立に深く関わった人物として正しいのは誰でしょう？,推古天皇,蘇我馬子,中臣鎌足,聖徳太子,聖徳太子は仏教の興隆を進め、法隆寺を創建したと伝えられる人物です。,日本の世界遺産,,
q158,日本で初めて仏教を国家的に保護した天皇として正しいのは誰でしょう？,持統天皇,天智天皇,元明天皇,推古天皇,推古天皇の時代に聖徳太子が摂政として活躍し、仏教が政治と結びつきました。,日本の世界遺産,,
q159,聖徳太子が制定した制度として正しいものはどれでしょう？,大宝律令,公地公民制,壬申の乱,冠位十二階,冠位十二階は才能によって官位を与える制度で、能力主義の始まりとされています。,日本の世界遺産,,
q160,聖徳太子が制定した政治理念を示す文書として正しいのはどれでしょう？,延喜式,養老律令,弘仁格式,十七条憲法,十七条憲法は道徳や調和を重視し、仏教と儒教の思想を融合した政治理念を示しました。,日本の世界遺産,,
q161,「伽藍」とは何を意味する言葉でしょう？,経典を指す言葉,仏像を指す言葉,修行僧を指す言葉,寺院の建物群を指す言葉,伽藍とは、仏教寺院の主要建築物を含む建物群のことを指します。,日本の世界遺産,,
q162,法隆寺の建物群が特に評価されている理由として正しいのはどれでしょう？,石造建築の保存状態が良い,漆喰壁の技法が残る,彫刻装飾が華麗である,世界最古の木造建築が残る,法隆寺は7世紀建立の建物が現存する世界最古の木造建築群として知られます。,日本の世界遺産,,
q163,法隆寺が建てられた時代として正しいのはどれでしょう？,奈良時代,平安時代,鎌倉時代,飛鳥時代,法隆寺は飛鳥時代の仏教文化を伝える代表的な建築物群です。,日本の世界遺産,,
q164,法隆寺の建築技法で見られる「エンタシスの柱」とはどのような特徴でしょう？,柱が四角く削られている,柱の上部が細くなっている,柱の中央がへこんでいる,柱の中央がふくらんでいる,エンタシスの柱は中央がふくらんだ形状で、視覚的な安定感を与える建築技法です。,日本の世界遺産,,
q165,イスタンブルはどの海峡に面している都市でしょう？,ジブラルタル海峡,マラッカ海峡,ホルムズ海峡,ボスフォラス海峡,ボスフォラス海峡はヨーロッパとアジアを隔てる海峡で、イスタンブルの発展に重要な役割を果たしました。,世界の世界遺産,,
q166,イスタンブルが位置するアジア側の地域名として正しいのはどれでしょう？,バルカン半島,カフカス地方,シナイ半島,アナトリア半島,イスタンブルはヨーロッパとアジアの境界にあり、アジア側はアナトリア半島に属します。,世界の世界遺産,,
q167,イスタンブルの北西側に位置するヨーロッパ地域の名称として正しいのはどれでしょう？,カムチャツカ半島,アラビア半島,イベリア半島,バルカン半島,バルカン半島はヨーロッパ南東部に位置し、古くから多民族が交わる地域です。,世界の世界遺産,,
q168,イスタンブルが首都として栄えた帝国として正しいのはどれでしょう？,ビザンツ帝国,セルジューク朝,サファヴィー朝,オスマン帝国,オスマン帝国は15世紀にイスタンブルを征服し、以後約500年間その首都としました。,世界の世界遺産,,
q169,アヤ・ソフィアはもともと何として建てられた建物でしょう？,イスラムのモスク,交易市場,王族の宮殿,キリスト教の大聖堂,アヤ・ソフィアはビザンツ帝国時代に大聖堂として建設され、後にモスクに転用されました。,世界の世界遺産,,
q170,紀伊山地の「参詣道」として登録されているものに含まれないのはどれでしょう？,熊野古道,高野山町石道,吉野・大峯道,東海道,東海道は主要街道ですが、世界遺産「紀伊山地の霊場と参詣道」には含まれていません。,日本の世界遺産,,
q171,紀伊山地の信仰に見られる「神仏習合」とはどのような考え方でしょう？,神と仏を区別して祀る思想,仏教を排除する思想,神を仏より上位に置く思想,神と仏を一体として信仰する思想,神仏習合とは、日本独自の信仰形態で、神と仏が一体とみなされました。,日本の世界遺産,,
q172,「文化的景観」としての紀伊山地が評価された理由として正しいのはどれでしょう？,工業化の象徴であるため,都市文化の発展を示すため,近代建築が集中しているため,自然と信仰が調和しているため,紀伊山地では自然と人間の信仰が調和し、文化的景観として高く評価されました。,日本の世界遺産,,
q173,熊野信仰に登場する「八咫烏」は何を象徴する存在でしょう？,武力の象徴,豊穣の象徴,平和の象徴,導きの神の使い,八咫烏は導きの神の使いとされ、熊野詣での道案内役とされています。,日本の世界遺産,,
q174,神話で八咫烏が導いたとされる人物として正しいのは誰でしょう？,崇神天皇,景行天皇,神武天皇,神武天皇,八咫烏は神武天皇の東征を導いたとされ、日本神話に登場します。,日本の世界遺産,,
q175,熊野信仰に影響を与えた思想として正しいのはどれでしょう？,地蔵信仰,薬師信仰,毘沙門信仰,阿弥陀信仰,熊野信仰は阿弥陀信仰と結びつき、死後の極楽往生を願う思想が広まりました。,日本の世界遺産,,
q176,高野山を開いた真言宗の開祖として正しいのは誰でしょう？,最澄,行基,鑑真,空海,空海（弘法大師）は高野山を開き、真言密教を広めました。,日本の世界遺産,,
q177,明治時代に行われた「神仏分離令」により、紀伊山地の信仰にどのような変化が起こったでしょう？,神と仏の融合が進んだ,仏教建築が増加した,外国の宗教が導入された,神と仏の信仰が分離された,明治初期の神仏分離令により、熊野三山などでは神と仏が分離され、仏教的要素が一時的に排除されました。,日本の世界遺産,,
q178,サンティアゴ・デ・コンポステーラの巡礼路の目的地で祀られている聖人は誰でしょう？,聖ペテロ,聖パウロ,聖ヨハネ,聖ヤコブ,聖ヤコブ（サンティアゴ）はイエスの使徒の一人で、スペインの守護聖人として信仰されています。,世界の世界遺産,,
q179,中世の三大巡礼地のひとつとして、サンティアゴと並んで信仰の対象となった都市はどれでしょう？,メッカ,アテネ,ローマ,エルサレム,中世ヨーロッパでは、エルサレム、ローマ、サンティアゴ・デ・コンポステーラが三大巡礼地とされました。,世界の世界遺産,,
q180,サンティアゴ・デ・コンポステーラと同様、キリスト教の巡礼地として知られるヴァチカンの大聖堂はどれでしょう？,サンタ・マリア大聖堂,サンタ・クローチェ大聖堂,サンタ・クララ大聖堂,サン・ピエトロ大聖堂,ヴァチカンのサン・ピエトロ大聖堂は、キリスト教最大の聖地の一つで、世界中の信徒が巡礼に訪れます。,世界の世界遺産,,
q181,巡礼者が身につける「ホタテガイの印」は何を象徴しているでしょう？,海の豊かさ,商人の証,罪の許し,巡礼の達成,ホタテガイの印はサンティアゴ巡礼を終えた証として使われ、信仰と旅の象徴です。,世界の世界遺産,,
q182,百舌鳥・古市古墳群の中で最大規模を誇る古墳はどれでしょう？,応神天皇陵古墳,履中天皇陵古墳,仲哀天皇陵古墳,仁徳天皇陵古墳（大仙古墳）,大仙古墳は全長約486mで、日本最大の前方後円墳として知られます。,日本の世界遺産,,
q183,百舌鳥・古市古墳群が築かれた当時、支配していた勢力として正しいのはどれでしょう？,飛鳥政権,平安政権,奈良朝廷,ヤマト王権,ヤマト王権は日本列島を統一しつつあった勢力で、大王を中心とした政治体制が形成されました。,日本の世界遺産,,
q184,古市エリアで代表的な大型古墳として知られるのはどれでしょう？,中山古墳,船塚古墳,塚廻古墳,応神天皇陵古墳（誉田御廟山古墳）,応神天皇陵古墳は古市古墳群を代表する巨大前方後円墳で、ヤマト王権の勢力を示しています。,日本の世界遺産,,
q185,百舌鳥・古市古墳群は合計いくつの古墳で構成されているでしょう？,30件35基,40件45基,50件55基,45件49基,百舌鳥・古市古墳群は百舌鳥エリアと古市エリアにまたがり、合計45件49基の古墳から成ります。,日本の世界遺産,,
q186,古墳の周囲に並べられた「埴輪」は何のために置かれたものでしょう？,農作物を育てるため,照明として使うため,建築資材として使うため,儀式や葬送のため,埴輪は葬送儀礼に使われた素焼きの土製品で、古墳時代の文化を伝える貴重な資料です。,日本の世界遺産,,
q187,百舌鳥・古市古墳群から出土する須恵器とはどのような土器でしょう？,手で成形した縄文土器,赤く焼かれた弥生土器,絵付けされた彩文土器,高温で焼かれた硬質の灰色土器,須恵器は朝鮮半島の技術を受けて生まれた高温焼成の土器で、古墳時代の特徴的遺物です。,日本の世界遺産,,
