id,question,choice1,choice2,choice3,correctAnswer,explanation,theme,imageUrl,imagePath
q188,仁徳天皇陵古墳（大仙古墳）の全長として正しいのはどれでしょう？,約200ｍ,約300ｍ,約400ｍ,約486ｍ,大仙古墳は全長約486mで、世界最大級の墳墓として知られます。,日本の世界遺産,,
q189,始皇帝陵を築いた秦の始皇帝が行った政策として正しいものはどれでしょう？,遣唐使の派遣,朱印船貿易の開始,八色の姓の制定,度量衡の統一,秦の始皇帝は中国を統一し、貨幣・文字・度量衡の統一など中央集権国家の基盤を築きました。,世界の世界遺産,,
q190,兵馬俑坑に埋められた兵馬俑はどのような目的で作られたでしょう？,神への供物として,芸術作品として,教育用模型として,皇帝の死後の守護兵として,兵馬俑は始皇帝の死後の世界を守るための兵士像で、実物大の精巧な造形が特徴です。,世界の世界遺産,,
q191,現在の姫路城の姿を完成させた大名として正しいのは誰でしょう？,豊臣秀長,山名宗全,黒田官兵衛,池田輝政,池田輝政は関ヶ原の戦い後に姫路城を大改修し、現在の優美な天守を完成させました。,日本の世界遺産,,
q192,姫路城を池田家の後に治め、城下町の整備を進めた大名として正しいのは誰でしょう？,井伊直政,前田利家,加藤清正,本多忠政,本多忠政は池田輝政のあとに姫路藩主となり、城下の発展と防備の強化を進めました。,日本の世界遺産,,
q193,明治初期に全国で城が取り壊された際、姫路城はどうなったでしょう？,完全に解体された,軍事施設として改修された,民間の学校に転用された,競売で23円50銭で落札された,姫路城は廃城令で取り壊しの危機にありましたが、競売でわずか23円50銭で落札され、奇跡的に保存されました。,日本の世界遺産,,
q194,姫路城が廃城令の際に競売で落札された金額として正しいのはどれでしょう？,10円50銭,15円80銭,30円00銭,23円50銭,姫路城は保存の価値が見直されず安価で落札されましたが、その後国宝・世界遺産として評価されました。,日本の世界遺産,,
q195,姫路城が世界遺産に登録される際に特に評価された点として正しいのはどれでしょう？,城下町の復元,城郭の広さ,模型展示の充実,建造当時の真正性が高いこと,姫路城は築城当時の構造・素材・技法が良好に保存されており、その真正性が高く評価されました。,日本の世界遺産,,
q196,姫路城の保存において大規模な修理が行われた時期として正しいのはどれでしょう？,明治初期,大正時代,平成期,昭和の大修理,姫路城は1956年から昭和の大修理が行われ、天守や屋根瓦などが徹底的に修復されました。,日本の世界遺産,,
q197,姫路城の構造的な分類として正しいものはどれでしょう？,山城,平城,水城,平山城,平山城とは平地と丘陵の両方を利用して築かれた城で、姫路城はその代表例です。,日本の世界遺産,,
q198,姫路城の天守に見られる「破風（はふ）」とはどの部分を指すでしょう？,石垣の装飾,橋の欄干,矢狭間の装置,屋根の三角形の装飾部分,破風とは屋根の三角形の部分で、姫路城では意匠的にも美しい装飾が施されています。,日本の世界遺産,,
q199,城郭で「曲輪（くるわ）」と呼ばれるのはどの部分でしょう？,天守の装飾部分,櫓の内部構造,城門の外側,城内を囲う防御区画,曲輪とは堀や石垣で囲まれた防御区画のことで、姫路城では連続的に配置されています。,世界の世界遺産,,
q200,クロンボー城を16世紀に築いたデンマーク王として正しいのは誰でしょう？,クリスチャン3世,オラフ2世,エリク7世,フレゼリク2世,フレゼリク2世はデンマーク王で、スウェーデンとの防衛と交易管理のためクロンボー城を築きました。,世界の世界遺産,,
q201,クロンボー城の防御施設に見られる「稜堡（りょうほ）」とは何を意味するでしょう？,礼拝堂の塔,城門の飾り,地下の牢獄,外敵を防ぐ角状の防御施設,稜堡は城郭の角に突き出した防御構造で、砲撃や監視に用いられました。,世界の世界遺産,,
q202,クロンボー城が世界的に知られるようになったきっかけとして正しいのはどれでしょう？,映画の舞台に選ばれた,貿易の中心地になった,建築様式が模倣された,シェイクスピアの戯曲『ハムレット』の舞台となった,クロンボー城はシェイクスピアの『ハムレット』の舞台「エルシノア城」として有名です。,世界の世界遺産,,
q203,『ハムレット』の舞台となったクロンボー城の所在地として正しいのはどこでしょう？,ノルウェー,スウェーデン,フィンランド,デンマーク,クロンボー城はデンマークのエーレスンド海峡沿いに位置し、ヨーロッパ貿易の要衝としても栄えました。,世界の世界遺産,,
q204,石見銀山が繁栄した時代に、同じく銀の生産地として知られた場所はどこでしょう？,佐渡,出羽,陸奥,周防,周防国（山口県）もまた銀の産地として知られ、当時の日本の銀生産を支えました。,日本の世界遺産,,
q205,石見銀山で用いられた銀精錬技術として正しいのはどれでしょう？,炭焼法,溶解法,蒸留法,灰吹法,灰吹法は鉛を使って銀を精製する方法で、石見銀山の技術発展に大きく寄与しました。,日本の世界遺産,,
q206,石見銀山の銀が海外へ輸出された際、主な交易相手となった国として正しいのはどれでしょう？,朝鮮,オランダ,ポルトガル,明,石見銀山の銀は博多を経て明（中国）へ輸出され、国際貿易の重要な資源となりました。,日本の世界遺産,,
q207,石見銀山が最盛期に産出した銀の量として正しいのはどれでしょう？,年間10トン,年間20トン,年間30トン,年間40トン,石見銀山は16世紀に年間約40トンの銀を産出し、当時の世界の銀流通量の約3分の1を占めました。,日本の世界遺産,,
q208,石見銀山の採掘跡「間歩（まぶ）」とは何を指す言葉でしょう？,精錬所,生活住居,貯蔵庫,坑道,間歩は鉱脈を掘り進める坑道のことで、現在も多くが保存されています。,日本の世界遺産,,
q209,石見銀山の採掘において薪炭材が使われた主な理由として正しいのはどれでしょう？,住居の建材にするため,仏具を作るため,食料を保存するため,銀の精錬に必要な燃料とするため,銀の精錬には高温の熱が必要で、その燃料として薪炭材が大量に使われました。,日本の世界遺産,,
q210,石見銀山遺跡が世界遺産に登録された理由として特に評価された点はどれでしょう？,鉱石の純度,建築技術の新しさ,経済規模の大きさ,自然と人の営みが調和する文化的景観,石見銀山は自然環境と人間活動が共存する文化的景観として高く評価されました。,日本の世界遺産,,
q211,世界遺産「石見銀山遺跡」の登録範囲に含まれる要素として正しいのはどれでしょう？,採掘所のみ,銀山の周辺都市のみ,精錬所跡のみ,鉱山跡・町並み・港湾など広範囲,石見銀山遺跡は鉱山跡だけでなく、町並みや港まで含む広い範囲が登録対象です。,日本の世界遺産,,
q212,石見銀山の繁栄を祈るために建立された寺として正しいのはどれでしょう？,清水寺,永平寺,鶴林寺,羅漢寺,羅漢寺は銀山の安全と繁栄を祈るために建立された寺で、鉱山信仰の象徴となりました。,日本の世界遺産,,
q213,「カミノ・レアル・デ・ティエラ・アデントロ」で銀の精錬に使われた重要な資源はどれでしょう？,銅,鉄,鉛,水銀,水銀は銀の精錬に欠かせない元素で、メキシコ銀山から産出された銀の生産効率を高めました。,世界の世界遺産,,
q214,「カミノ・レアル・デ・ティエラ・アデントロ」は何の流通を目的とした道として築かれたでしょう？,塩の交易,香辛料の輸送,木材の供給,銀の輸送,「カミノ・レアル・デ・ティエラ・アデントロ（内陸王の道）」は、メキシコ北部の銀を運ぶ重要な交易路でした。,世界の世界遺産,,
q215,1945年に広島に投下された原子爆弾の爆心地から、原爆ドームはおよそ何メートルの位置にあったでしょう？,約200m,約300m,約800m,約160m,原爆ドームは爆心地から約160mに位置し、爆風を受けながらも骨組みが残りました。,日本の世界遺産,,
q216,原爆ドームが世界遺産に登録された主な理由として正しいのはどれでしょう？,再建建築の技術が高いから,原子力の平和利用を記念しているから,現代建築の美しさを象徴するから,核兵器の悲惨さを伝える記念碑だから,原爆ドームは核兵器の惨禍と平和の尊さを訴える象徴的な遺産として登録されました。,日本の世界遺産,,
q217,原爆ドーム近くにある「原爆の子の像」は、誰の死をきっかけに建立されたでしょう？,医師の娘,教師の妹,学徒動員の少年,16歳で亡くなった少女・佐々木禎子,佐々木禎子さんは被爆後に白血病を発症し、平和の象徴として折り鶴が捧げられるようになりました。,日本の世界遺産,,
q218,原爆ドームの世界遺産登録時に、一部の国から上がった「疑問の声」とはどのようなものだったでしょう？,登録基準が不明確だという声,保存費用に関する懸念,建築的価値を疑問視する声,戦争責任の解釈をめぐる懸念,一部の国が、戦争責任の表現や歴史的解釈に懸念を示しました。,日本の世界遺産,,
q219,原爆ドームのように人類の悲劇を伝える遺産は何と呼ばれているでしょう？,平和遺産,歴史遺産,教訓遺産,負の遺産,「負の遺産」は人類の過ちを伝え、再発防止を訴える記念的遺産を指します。,日本の世界遺産,,
q220,世界遺産登録において「バッファー・ゾーン」は何を意味するでしょう？,記録保管区域,観光開発地帯,保護区域の外周部分,交通整備区域,バッファー・ゾーンは、遺産の景観や価値を守るために設定される緩衝地帯のことです。,日本の世界遺産,,
q221,アウシュビッツの強制収容所を設立したナチス・ドイツの指導者として正しいのは誰でしょう？,ムッソリーニ,スターリン,フランコ,ヒトラー,アドルフ・ヒトラーはナチス・ドイツの独裁者としてホロコーストを推進しました。,世界の世界遺産,,
q222,アウシュビッツが存在した当時の政権として正しいのはどれでしょう？,ドイツ帝国,ワイマール共和国,東ドイツ政府,ナチス・ドイツ,ナチス・ドイツは1933年に成立し、人種差別政策のもとで強制収容を行いました。,世界の世界遺産,,
q223,アウシュビッツで行われたユダヤ人迫害の大量虐殺を何と呼ぶでしょう？,ブリッツクリーク,ナイト・オブ・ロングナイフ,ファイナル・ディール,ホロコースト,ホロコーストはナチスによるユダヤ人大量虐殺で、600万人以上が犠牲となりました。,世界の世界遺産,,
q224,「アウシュビッツ」と「ビルケナウ」の関係として正しいものはどれでしょう？,別々の国にある,別の時代に建てられた,全く関係のない施設,本部と分所の関係にある,アウシュビッツは本部、ビルケナウはその拡張収容所として機能していました。,世界の世界遺産,,
q225,アウシュビッツで犠牲となった少数民族のひとつとして正しいのはどれでしょう？,スラブ人,ノルマン人,ケルト人,ロマ,ロマ（ジプシー）はナチスの人種政策により迫害され、多くが犠牲となりました。,世界の世界遺産,,
q226,『アンネの日記』で知られるアンネ・フランクが収容されたのはどの収容所でしょう？,ダッハウ,ザクセンハウゼン,マウトハウゼン,アウシュビッツ,アンネ・フランクはアウシュビッツ収容所に送られ、その後ベルゲン・ベルゼンで亡くなりました。,世界の世界遺産,,
q227,厳島神社の背後にそびえる霊峰として信仰されてきた山はどれでしょう？,阿蘇山,比叡山,高野山,弥山,弥山（みせん）は古代から神聖視され、厳島信仰の中心とされてきました。,日本の世界遺産,,
q228,海上から神を拝む「遥拝」とはどのような行為でしょう？,直接祭壇に供物を捧げる行為,神殿に参入して祈る行為,船を沈めて祈る儀式,遠く離れた場所から神を拝む行為,遥拝は海や遠方から神を拝む日本古来の信仰形態で、厳島神社の社殿配置にも見られます。,日本の世界遺産,,
q229,厳島神社の主祭神として祀られている神として正しいのは誰でしょう？,天照大神,木花咲耶姫命,住吉大神,市杵島姫命,市杵島姫命（いちきしまひめのみこと）は海の守護神で、厳島神社の主祭神です。,日本の世界遺産,,
q230,厳島神社で祀られている市杵島姫命は、宗像三女神の一柱です。他の二柱に含まれるのは誰でしょう？,瀬織津姫命・木花咲耶姫命,天鈿女命・多紀理毘売命,多紀理毘売命・多岐都比売命,多紀理毘売命・多岐都比売命,宗像三女神は「多紀理毘売命」「多岐都比売命」「市杵島姫命」で、海上安全の神とされます。,日本の世界遺産,,
q231,厳島神社の社殿を現在の姿に整備した人物として正しいのは誰でしょう？,藤原道長,源頼朝,北条時宗,平清盛,平清盛は平安末期に厳島神社を整備し、海上交通の神として信仰を広めました。,日本の世界遺産,,
q232,厳島神社の構成要素のひとつ「摂社」とはどのような施設でしょう？,政治会議を行う施設,外国使節を迎える建物,船の修理を行う場所,本社と関係の深い神を祀る社,摂社は本社にゆかりのある神を祀る神社で、厳島神社には多くの摂社があります。,日本の世界遺産,,
q233,メテオラの修道院群はどの宗派の修道士によって築かれたでしょう？,カトリック教会,アルメニア教会,コプト教会,ギリシャ正教会,メテオラの修道院はギリシャ正教会の修道士たちが築いたもので、信仰の拠点となっています。,世界の世界遺産,,
q234,メテオラにはかつていくつの修道院が建てられていたでしょう？,10の修道院,15の修道院,20の修道院,24の修道院,メテオラにはかつて24の修道院があり、現在は6つが活動を続けています。,世界の世界遺産,,
q235,沖ノ島で行われた祭祀は、どの勢力の支配下で行われていたでしょう？,倭国連合,出雲王国,吉備勢力,ヤマト王権,沖ノ島の祭祀はヤマト王権の国家的儀礼として行われました。,日本の世界遺産,,
q236,沖ノ島の祭祀では、どの国との外交安全を祈願していたとされるでしょう？,新羅,唐,高句麗,百済,沖ノ島では大陸との航海の安全、とくに百済への航行安全が祈願されました。,日本の世界遺産,,
q237,沖ノ島が「神宿る島」として重要視された理由として正しいのはどれでしょう？,農業豊作を祈る場所だったから,漁業の拠点だったから,戦勝祈願の地だったから,航海の安全を祈る場所だったから,沖ノ島は航海安全を祈る聖地であり、古代から信仰の対象とされました。,日本の世界遺産,,
q238,沖ノ島で行われた祭祀の特徴として最も適切なものはどれでしょう？,個人の信仰儀式,村落の年中行事,家族の供養儀式,国家的な祭祀,沖ノ島の祭祀はヤマト王権が主導する国家的な儀式として行われました。,日本の世界遺産,,
q239,沖ノ島の祭祀はどのような場所で行われていたでしょう？,神殿の内部,宮殿の中庭,船の甲板,岩の上や岩影などで行われていた,沖ノ島では自然の岩場が信仰の対象となり、人工的な社殿は建てられていませんでした。,日本の世界遺産,,
q240,沖ノ島から出土した奉献品の数として正しいのはどれでしょう？,約1万点,約3万点,約5万点,約8万点,沖ノ島では国家的な祭祀で奉納された約8万点の宝物が出土しており、国宝に指定されています。,日本の世界遺産,,
q241,「宗像・沖ノ島と関連遺跡群」で祀られている神として正しいのは誰でしょう？,天照大神,須佐之男命,大国主命,宗像三女神,宗像三女神は海の守護神で、宗像大社と沖ノ島で信仰の中心となっています。,日本の世界遺産,,
q242,「タプタプアテア」が象徴する文化として正しいのはどれでしょう？,海上貿易の発展,島嶼国家の連合,宗教の多神化,太平洋の島々を結ぶ精神的共同体,タプタプアテアは、ポリネシアの島々を宗教的・文化的につなぐ精神的共同体を象徴しています。,世界の世界遺産,,
q243,タプタプアテアが位置する地域として正しいのはどれでしょう？,ハワイ諸島,グアム島,サモア諸島,フランス領ポリネシア,タプタプアテアはフランス領ポリネシアのライアテア島にあり、ポリネシア文化の聖地です。,世界の世界遺産,,
q244,タプタプアテアが面している地形的特徴として正しいのはどれでしょう？,砂漠,火山地帯,高原,ラグーン,タプタプアテアはサンゴ礁に囲まれたラグーンに面し、海と陸の聖なる境界として信仰されています。,世界の世界遺産,,
q245,タプタプアテアで信仰の中心となった戦いの神として正しいのはどれでしょう？,タネ神,タロア神,マウイ神,オロ神,オロ神は戦いと豊穣の神として崇拝され、タプタプアテアのマラエ（祭祀場）の中心に祀られていました。,世界の世界遺産,,
q246,「マラエ」とはどのような施設を指す言葉でしょう？,農作物の倉庫,海外交易の港,家族の墓地,儀式や祭祀を行う聖域,マラエはポリネシア各地で見られる祭祀場で、石を並べて神に祈る聖地です。,世界の世界遺産,,
q247,タプタプアテアが評価された登録基準として最も関連が深いものはどれでしょう？,工業的景観,農村的景観,都市的景観,文化的景観,タプタプアテアは人々の信仰と自然環境が調和した文化的景観として評価されました。,世界の世界遺産,,
q248,「キリシタン」とは日本史上どのような人々を指す言葉でしょう？,武家政治に仕えた人々,神道を信仰した人々,貿易に従事した人々,キリスト教を信仰した人々,「キリシタン」は日本においてキリスト教を信仰した人々を指し、16世紀に伝来しました。,日本の世界遺産,,
q249,「潜伏キリシタン」とはどのような信仰形態を持つ人々でしょう？,神仏に改宗した信者,政府の庇護を受けた信者,外国で布教した信者,弾圧の中で密かに信仰を続けた信者,潜伏キリシタンは禁教令下で、表向きは仏教徒や神道信者として信仰を守り続けました。,日本の世界遺産,,
q250,潜伏キリシタンの信仰継承の特徴として正しいのはどれでしょう？,新しい宗派を設立した,西洋化を推進した,教会を公に再建した,仏教や神道を装いながら信仰を続けた,潜伏キリシタンは外見上は他宗教の信者を装いながら、密かに信仰を受け継ぎました。,日本の世界遺産,,
q251,禁教時代に起きた大規模な反乱として正しいものはどれでしょう？,承久の乱,明暦の大火,応仁の乱,島原天草一揆,島原天草一揆は1637年に起こったキリシタンによる反乱で、徹底的な弾圧の契機となりました。,日本の世界遺産,,
q252,潜伏キリシタンの信仰が再び明るみに出た出来事として知られるのはどれでしょう？,島原の乱,長崎港の開港,黒船来航,信徒発見,1865年、長崎の大浦天主堂で潜伏キリシタンが信仰を告白し、世界に衝撃を与えました。,日本の世界遺産,,
q253,カッパドキアで修道士が岩窟教会を作った理由として関係が深いのはどれでしょう？,自然災害から逃れるため,異民族に備えるため,商業の拠点にするため,イコン破壊活動を避けるため,イコン破壊運動の影響を逃れ、修道士たちは岩窟教会で密かに礼拝を行いました。,世界の世界遺産,,
q254,カッパドキアの地下都市のひとつとして正しいのはどれでしょう？,コンスタンティノープル,テッサロニキ,ミュケナイ,カイマクル,カイマクルは地下8階に広がる巨大な地下都市で、迫害から逃れた人々が暮らしていました。,世界の世界遺産,,
q255,「明治日本の産業革命遺産」はどのような形で登録されたでしょう？,単一の都市として登録,一つの鉱山群として登録,一つの製鉄所として登録,複数の地域にまたがるシリアル・サイトとして登録,この遺産は8県11市にまたがる23の資産から成るシリアル・サイトとして登録されました。,日本の世界遺産,,
q256,スコットランド出身で、日本の近代化に貢献した人物として正しいのは誰でしょう？,アーネスト・サトウ,ヘンリー・フォード,エドワード・モース,トーマス・グラバー,トーマス・グラバーは長崎で貿易や造船に尽力し、日本の近代化を支えました。,日本の世界遺産,,
q257,日本初の本格的な官営製鉄所として正しいのはどれでしょう？,釜石製鉄所,室蘭製鉄所,釧路製鉄所,官営八幡製鉄所,官営八幡製鉄所は1901年に操業を開始し、日本の近代製鉄業の象徴となりました。,日本の世界遺産,,
q258,「端島（軍艦島）」の特徴として正しいのはどれでしょう？,海上に浮かぶ軍港,溶鉱炉を備えた製鉄島,農業のための干拓地,炭鉱と高層住宅が密集した島,端島（軍艦島）は炭鉱開発で栄え、当時の最先端の生活インフラが整備されました。,日本の世界遺産,,
q259,造船所における「木型場」とはどのような場所でしょう？,船員の訓練施設,木造船を保存する倉庫,製鉄原料を保管する倉庫,鋳造部品の木型を作る作業場,木型場は鋳物用の木型を製作する場所で、近代造船技術の重要な工程でした。,日本の世界遺産,,
q260,スルースゲートの主な役割として正しいものはどれでしょう？,火薬庫の保護,船の速度を調整する装置,空気を取り入れる換気装置,水位を調整するための水門,スルースゲートは造船所や港湾で水位調整を行うための水門装置です。,日本の世界遺産,,
q261,明治日本の産業化に思想的影響を与えた人物として正しいのは誰でしょう？,福沢諭吉,勝海舟,坂本龍馬,吉田松陰,吉田松陰は松下村塾で多くの弟子を育て、明治維新や産業化の基礎思想を築きました。,日本の世界遺産,,
q262,ツォルフェライン炭鉱の名の由来として正しいのはどれでしょう？,経営者の名前,採掘方法の名称,石炭の種類,ドイツ関税同盟（ツォルフェライン）に由来,名称「ツォルフェライン」は、19世紀にドイツの経済統一を進めた関税同盟に由来します。,世界の世界遺産,,
q263,ツォルフェライン炭鉱で製造された主な製品として正しいのはどれでしょう？,銅,石灰,鉄鉱,コークス,コークスは石炭を加熱して作る燃料で、製鉄に欠かせない重要素材でした。,世界の世界遺産,,
q264,ツォルフェライン炭鉱業遺跡群が位置する地域として正しいのはどれでしょう？,バイエルン地方,ザクセン地方,ブランデンブルク地方,ルール地方,ツォルフェライン炭鉱はドイツ最大の工業地帯ルール地方にあり、産業発展の中心でした。,世界の世界遺産,,
q265,屋久島の最高峰で、九州地方の最高地点でもある山はどれでしょう？,永田岳,愛子岳,種子岳,宮之浦岳,宮之浦岳は標高1936mの花崗岩の山で、屋久島の象徴的存在です。,日本の世界遺産,,
q266,屋久島の豊かな雨量と多様な生態系をもたらす主な海流はどれでしょう？,対馬海流,親潮,千島海流,黒潮,黒潮の暖流が屋久島に湿潤な気候をもたらし、豊かな森を育てています。,日本の世界遺産,,
q267,屋久島が世界遺産に登録された理由の一つである「植物の垂直分布」とは何を指すでしょう？,樹木が横に成長する現象,樹木が同じ高さで成長する現象,樹木が同じ種類で密集する現象,標高ごとに異なる植物が生育する現象,屋久島では熱帯から亜寒帯までの植物が垂直方向に分布しています。,日本の世界遺産,,
q268,屋久島の樹齢1000年以上のスギを何と呼ぶでしょう？,長寿杉,永杉,古代杉,屋久杉,屋久杉は樹齢1000年以上のスギの総称で、縄文杉などが有名です。,日本の世界遺産,,
q269,屋久島の地形の基盤を成す岩石として正しいのはどれでしょう？,安山岩,石灰岩,玄武岩,花崗岩,屋久島は花崗岩から成り、浸食によって険しい山岳地形が形成されています。,日本の世界遺産,,
q270,「ひと月に35日雨が降る」といわれるほどの屋久島の特徴を表す表現として正しいのはどれでしょう？,冷涼な気候,乾燥した地域,風の強い島,雨の多い島,屋久島は多雨地帯で、年間降水量は8000mmを超える地域もあります。,日本の世界遺産,,
q271,屋久島に生息するヤクシカやヤクザルはどのような特徴を持つ動物でしょう？,すべて外来種である,他地域と同じ種である,亜熱帯性の大型動物である,島にのみ生息する固有亜種である,ヤクシカやヤクザルは屋久島にのみ生息する固有の亜種として知られています。,日本の世界遺産,,
q272,アフリカ大陸の最高峰であるキリマンジャロ山はどのような火山でしょう？,楯状火山,噴泥火山,単成火山,成層火山,キリマンジャロ山は複数の火山体からなる成層火山で、標高5895mのウフル・ピークがあります。,世界の世界遺産,,
q273,キリマンジャロ国立公園が属する気候帯として正しいのはどれでしょう？,砂漠気候,温帯湿潤気候,地中海性気候,熱帯サバナの気候帯,キリマンジャロは熱帯サバナ気候に属し、標高差によって多様な気候が見られます。,世界の世界遺産,,
q274,「奄美大島、徳之島、沖縄北部および西表島」が世界遺産に登録された際、登録範囲に含まれた地域として正しいのはどれでしょう？,九州本島全域,南西諸島すべて,屋久島と種子島,4つの島の一部地域,世界遺産に登録されたのは4島の自然の一部であり、開発地は除外されています。,日本の世界遺産,,
q275,奄美・沖縄地域の生物多様性に影響を与える海底地形として正しいのはどれでしょう？,黒潮海流,琉球海溝,東シナ海断層,沖縄トラフ,沖縄トラフは深海と浅海が接する場所で、生態系の分化に影響を与えています。,日本の世界遺産,,
q276,沖縄本島北部に生息する飛べない鳥として知られる固有種はどれでしょう？,シマフクロウ,サシバ,オオタカ,ヤンバルクイナ,ヤンバルクイナは沖縄北部（ヤンバル）のみに生息する日本固有の鳥です。,日本の世界遺産,,
q277,世界的にも珍しい原始的な特徴を残す哺乳類として知られる動物はどれでしょう？,イリオモテヤマネコ,ニホンリス,ツシマテン,アマミノクロウサギ,アマミノクロウサギは奄美大島と徳之島にのみ生息し、「生きた化石」とも呼ばれます。,日本の世界遺産,,
q278,奄美や沖縄が「大陸島」と呼ばれる理由として最も適切なのはどれでしょう？,火山でできた島だから,珊瑚礁で形成された島だから,海底噴火で隆起した島だから,大陸と地続きだった島だから,奄美・沖縄はかつて大陸と地続きであった「大陸島」に分類されます。,日本の世界遺産,,
q279,奄美・沖縄地域で見られる動植物の特徴として正しいのはどれでしょう？,東北地方と同種,北海道と同種,九州と同種,近隣地域に似た近縁種が多い,奄美・沖縄にはアジアや日本本土に近縁の種が多く、独自の進化を遂げています。,日本の世界遺産,,
q280,ロード・ハウ群島の自然景観の特徴として正しいのはどれでしょう？,砂漠の中に形成されたオアシス,火山地帯のカルデラ,高原地帯の湿地帯,サンゴ礁に囲まれたラグーン,ロード・ハウ群島は美しいラグーンに囲まれた島々で、多様な海洋生物が生息しています。,世界の世界遺産,,
q281,ロード・ハウ群島の固有種で、飛べない鳥として知られるのはどれでしょう？,コウノトリ,サギ,フクロウ,ロードハウクイナ,ロードハウクイナは飛ぶことができない固有の鳥で、島の象徴的な存在です。,世界の世界遺産,,
q282,琉球王国成立以前、各地のグスクを治めていた首長を何と呼ぶでしょう？,国司,太守,将軍,按司,按司（あじ）は琉球各地の有力者で、のちの王国形成の基礎となりました。,日本の世界遺産,,
q283,琉球王国を統一し、首里城を築いた人物として正しいのは誰でしょう？,尚敬王,尚円王,尚真王,尚巴志,尚巴志は15世紀に琉球を統一し、首里城を政治・文化の中心としました。,日本の世界遺産,,
q284,琉球王国成立以前に北山王の拠点だったグスクとして正しいのはどれでしょう？,中城城跡,勝連城跡,玉城城跡,今帰仁城跡,今帰仁城跡は北山王の本拠地で、堅固な石垣と美しい曲線が特徴です。,日本の世界遺産,,
q285,築城技術の高さが評価されたグスクの一つとして知られるのはどれでしょう？,今帰仁城跡,勝連城跡,座喜味城跡,中城城跡,中城城跡は琉球石灰岩を巧みに積み上げた美しい石垣が残っています。,日本の世界遺産,,
q286,英雄・阿麻和利の伝説が残るグスクとして知られるのはどれでしょう？,座喜味城跡,首里城跡,今帰仁城跡,勝連城跡,勝連城跡は伝説の豪族・阿麻和利の居城として知られています。,日本の世界遺産,,
q287,「琉球王国のグスクおよび関連遺跡群」に登録されたグスク跡はいくつあるでしょう？,3つ,4つ,6つ,5つ,この遺産は5つのグスク跡と関連する聖地・遺跡から構成されています。,日本の世界遺産,,
q288,マチュ・ピチュを築いた文明として正しいのはどれでしょう？,マヤ文明,アステカ文明,ティワナク文明,インカ帝国,マチュ・ピチュはインカ帝国の都市遺跡で、アンデス山脈の高地に築かれました。,世界の世界遺産,,
q289,マチュ・ピチュ遺跡内にある重要な宗教施設として正しいのはどれでしょう？,月の神殿,星の神殿,雨の神殿,太陽神をまつる神殿,太陽神を祀る神殿はマチュ・ピチュの中心的聖域で、太陽信仰の象徴とされています。,世界の世界遺産,,
q290,マチュ・ピチュを世界に紹介したアメリカの探検家として正しいのは誰でしょう？,チャールズ・ダーウィン,アルフレッド・ラッセル・ウォレス,スヴェン・ヘディン,ハイラム・ビンガム,ハイラム・ビンガムは1911年にマチュ・ピチュを再発見し、世界に紹介しました。,世界の世界遺産,,
q291,日本の暫定リストに含まれる飛鳥・藤原の宮都が評価された理由として正しいのはどれでしょう？,西洋建築の影響,南アジアとの交易,産業化の進展,日本文化と東アジア文化の融合発展,飛鳥・藤原の宮都では中国や朝鮮半島の影響を受けつつ独自の日本文化が育ちました。,日本の世界遺産,,
q292,飛鳥地域にある蘇我馬子の墓と伝えられる古墳はどれでしょう？,キトラ古墳,高松塚古墳,川原寺古墳,石舞台古墳,石舞台古墳は巨石を積み上げた横穴式石室で、蘇我馬子の墓と伝えられています。,日本の世界遺産,,
q293,「飛鳥・藤原の宮都」における古墳の意義として正しいのはどれでしょう？,戦勝祈願の場,農業儀礼の場所,商人の倉庫跡,権力者の墳墓,古墳は当時の豪族や権力者の権威を示す墳墓として築かれました。,日本の世界遺産,,
